--- Atoms: 
USER_CREDIBILITY('3475') Truth=[0.97]
USER_CREDIBILITY('2143') Truth=[0.95]
USER_CREDIBILITY('3474') Truth=[0.95]
USER_CREDIBILITY('2142') Truth=[0.97]
USER_CREDIBILITY('3473') Truth=[0.97]
USER_CREDIBILITY('2141') Truth=[0.96]
USER_CREDIBILITY('3472') Truth=[0.97]
USER_CREDIBILITY('2140') Truth=[0.96]
USER_CREDIBILITY('3471') Truth=[0.97]
USER_CREDIBILITY('3470') Truth=[0.97]
USER_CREDIBILITY('4790') Truth=[0.96]
USER_CREDIBILITY('4791') Truth=[0.96]
USER_CREDIBILITY('4792') Truth=[0.96]
USER_CREDIBILITY('4793') Truth=[0.96]
USER_CREDIBILITY('4794') Truth=[0.96]
USER_CREDIBILITY('4795') Truth=[0.95]
USER_CREDIBILITY('4796') Truth=[0.94]
USER_CREDIBILITY('4797') Truth=[0.94]
USER_CREDIBILITY('4798') Truth=[0.94]
USER_CREDIBILITY('4799') Truth=[0.95]
USER_CREDIBILITY('2139') Truth=[1]
USER_CREDIBILITY('2138') Truth=[0.96]
USER_CREDIBILITY('3469') Truth=[0.97]
USER_CREDIBILITY('2137') Truth=[0.96]
USER_CREDIBILITY('3468') Truth=[0.97]
USER_CREDIBILITY('2136') Truth=[0.96]
USER_CREDIBILITY('3467') Truth=[0.96]
USER_CREDIBILITY('2135') Truth=[1]
USER_CREDIBILITY('3466') Truth=[0.96]
USER_CREDIBILITY('2134') Truth=[0.96]
USER_CREDIBILITY('3465') Truth=[0.94]
USER_CREDIBILITY('2133') Truth=[0.97]
USER_CREDIBILITY('3464') Truth=[0.94]
USER_CREDIBILITY('2132') Truth=[0.97]
USER_CREDIBILITY('3463') Truth=[0.94]
USER_CREDIBILITY('2131') Truth=[0.97]
USER_CREDIBILITY('3462') Truth=[0.96]
USER_CREDIBILITY('2130') Truth=[1]
USER_CREDIBILITY('3461') Truth=[1]
USER_CREDIBILITY('3460') Truth=[0.97]
USER_CREDIBILITY('1158') Truth=[0.96]
USER_CREDIBILITY('1159') Truth=[1]
USER_CREDIBILITY('2489') Truth=[0.22]
USER_CREDIBILITY('1156') Truth=[0.97]
USER_CREDIBILITY('2488') Truth=[0.91]
USER_CREDIBILITY('1157') Truth=[0.97]
USER_CREDIBILITY('2487') Truth=[0.91]
USER_CREDIBILITY('1154') Truth=[0.95]
USER_CREDIBILITY('2486') Truth=[0.95]
USER_CREDIBILITY('2485') Truth=[0.94]
USER_CREDIBILITY('1155') Truth=[0.95]
USER_CREDIBILITY('1152') Truth=[0.95]
USER_CREDIBILITY('2484') Truth=[0.22]
USER_CREDIBILITY('1153') Truth=[0.95]
USER_CREDIBILITY('2483') Truth=[0.95]
USER_CREDIBILITY('1150') Truth=[0.96]
USER_CREDIBILITY('2482') Truth=[0.94]
USER_CREDIBILITY('1151') Truth=[0.95]
USER_CREDIBILITY('2481') Truth=[0.94]
USER_CREDIBILITY('2480') Truth=[0.96]
USER_CREDIBILITY('1149') Truth=[0.96]
USER_CREDIBILITY('1147') Truth=[0.96]
USER_CREDIBILITY('2479') Truth=[0.22]
USER_CREDIBILITY('2478') Truth=[0.96]
USER_CREDIBILITY('1148') Truth=[0.96]
USER_CREDIBILITY('1145') Truth=[1]
USER_CREDIBILITY('2477') Truth=[0.96]
USER_CREDIBILITY('1146') Truth=[0.96]
USER_CREDIBILITY('2476') Truth=[0.97]
USER_CREDIBILITY('1143') Truth=[0.94]
USER_CREDIBILITY('2475') Truth=[0.97]
USER_CREDIBILITY('2474') Truth=[0.97]
USER_CREDIBILITY('1144') Truth=[0.97]
USER_CREDIBILITY('1141') Truth=[0.97]
USER_CREDIBILITY('2473') Truth=[0.97]
USER_CREDIBILITY('2472') Truth=[0.97]
USER_CREDIBILITY('1142') Truth=[0.97]
USER_CREDIBILITY('2471') Truth=[0.97]
USER_CREDIBILITY('2470') Truth=[0.97]
USER_CREDIBILITY('1140') Truth=[0.97]
USER_CREDIBILITY('1129') Truth=[0.97]
USER_CREDIBILITY('1138') Truth=[0.97]
USER_CREDIBILITY('1139') Truth=[0.97]
USER_CREDIBILITY('2469') Truth=[0.97]
USER_CREDIBILITY('1136') Truth=[0.97]
USER_CREDIBILITY('2468') Truth=[0.97]
USER_CREDIBILITY('3799') Truth=[0.95]
USER_CREDIBILITY('2467') Truth=[0.97]
USER_CREDIBILITY('1137') Truth=[0.97]
USER_CREDIBILITY('3798') Truth=[0.95]
USER_CREDIBILITY('1134') Truth=[0.96]
USER_CREDIBILITY('2466') Truth=[1]
USER_CREDIBILITY('3797') Truth=[0.95]
USER_CREDIBILITY('2465') Truth=[0.94]
USER_CREDIBILITY('3796') Truth=[0.96]
USER_CREDIBILITY('1135') Truth=[0.97]
USER_CREDIBILITY('1132') Truth=[1]
USER_CREDIBILITY('2464') Truth=[0.95]
USER_CREDIBILITY('3795') Truth=[0.97]
USER_CREDIBILITY('2463') Truth=[0.96]
USER_CREDIBILITY('3794') Truth=[0.97]
USER_CREDIBILITY('1133') Truth=[0.96]
USER_CREDIBILITY('1130') Truth=[0.97]
USER_CREDIBILITY('2462') Truth=[1]
USER_CREDIBILITY('3793') Truth=[1]
USER_CREDIBILITY('2461') Truth=[0.95]
USER_CREDIBILITY('3792') Truth=[0.27]
USER_CREDIBILITY('1131') Truth=[0.96]
USER_CREDIBILITY('2460') Truth=[0.22]
USER_CREDIBILITY('3791') Truth=[0.22]
USER_CREDIBILITY('3790') Truth=[0.96]
USER_CREDIBILITY('1118') Truth=[0.97]
USER_CREDIBILITY('1119') Truth=[0.97]
USER_CREDIBILITY('2449') Truth=[0.96]
USER_CREDIBILITY('1127') Truth=[0.96]
USER_CREDIBILITY('2459') Truth=[0.94]
USER_CREDIBILITY('2458') Truth=[0.97]
USER_CREDIBILITY('1128') Truth=[0.97]
USER_CREDIBILITY('3789') Truth=[0.96]
USER_CREDIBILITY('1125') Truth=[0.96]
USER_CREDIBILITY('2457') Truth=[1]
USER_CREDIBILITY('3788') Truth=[0.97]
USER_CREDIBILITY('2456') Truth=[0.96]
USER_CREDIBILITY('1126') Truth=[0.96]
USER_CREDIBILITY('3787') Truth=[0.96]
USER_CREDIBILITY('1123') Truth=[0.96]
USER_CREDIBILITY('2455') Truth=[1]
USER_CREDIBILITY('3786') Truth=[0.95]
USER_CREDIBILITY('2454') Truth=[0.97]
USER_CREDIBILITY('1124') Truth=[0.94]
USER_CREDIBILITY('3785') Truth=[0.96]
USER_CREDIBILITY('1121') Truth=[0.96]
USER_CREDIBILITY('2453') Truth=[0.97]
USER_CREDIBILITY('3784') Truth=[0.96]
USER_CREDIBILITY('2452') Truth=[0.97]
USER_CREDIBILITY('1122') Truth=[0.97]
USER_CREDIBILITY('3783') Truth=[0.97]
USER_CREDIBILITY('2451') Truth=[0.97]
USER_CREDIBILITY('3782') Truth=[0.97]
USER_CREDIBILITY('2450') Truth=[0.96]
USER_CREDIBILITY('3781') Truth=[0.97]
USER_CREDIBILITY('1120') Truth=[0.97]
USER_CREDIBILITY('3780') Truth=[0.97]
USER_CREDIBILITY('1109') Truth=[0.96]
USER_CREDIBILITY('1107') Truth=[0.94]
USER_CREDIBILITY('2439') Truth=[0.97]
USER_CREDIBILITY('2438') Truth=[0.97]
USER_CREDIBILITY('1108') Truth=[0.95]
USER_CREDIBILITY('3769') Truth=[0.95]
USER_CREDIBILITY('1116') Truth=[0.97]
USER_CREDIBILITY('2448') Truth=[0.97]
USER_CREDIBILITY('3779') Truth=[0.97]
USER_CREDIBILITY('2447') Truth=[0.94]
USER_CREDIBILITY('1117') Truth=[0.97]
USER_CREDIBILITY('3778') Truth=[0.97]
USER_CREDIBILITY('1114') Truth=[0.96]
USER_CREDIBILITY('2446') Truth=[0.95]
USER_CREDIBILITY('3777') Truth=[0.97]
USER_CREDIBILITY('2445') Truth=[0.95]
USER_CREDIBILITY('3776') Truth=[0.97]
USER_CREDIBILITY('1115') Truth=[0.96]
USER_CREDIBILITY('1112') Truth=[0.94]
USER_CREDIBILITY('2444') Truth=[0.22]
USER_CREDIBILITY('3775') Truth=[0.97]
USER_CREDIBILITY('2443') Truth=[0.94]
USER_CREDIBILITY('3774') Truth=[0.97]
USER_CREDIBILITY('1113') Truth=[0.94]
USER_CREDIBILITY('1110') Truth=[0.97]
USER_CREDIBILITY('2442') Truth=[0.94]
USER_CREDIBILITY('3773') Truth=[0.97]
USER_CREDIBILITY('2441') Truth=[0.95]
USER_CREDIBILITY('3772') Truth=[0.97]
USER_CREDIBILITY('1111') Truth=[0.96]
USER_CREDIBILITY('2440') Truth=[0.97]
USER_CREDIBILITY('3771') Truth=[0.97]
USER_CREDIBILITY('3770') Truth=[0.95]
USER_CREDIBILITY('2429') Truth=[0.97]
USER_CREDIBILITY('2428') Truth=[0.97]
USER_CREDIBILITY('3759') Truth=[0.97]
USER_CREDIBILITY('2427') Truth=[0.97]
USER_CREDIBILITY('3758') Truth=[0.96]
USER_CREDIBILITY('1105') Truth=[0.96]
USER_CREDIBILITY('2437') Truth=[0.22]
USER_CREDIBILITY('3768') Truth=[1]
USER_CREDIBILITY('2436') Truth=[0.88]
USER_CREDIBILITY('1106') Truth=[0.27]
USER_CREDIBILITY('3767') Truth=[0.96]
USER_CREDIBILITY('1103') Truth=[0.96]
USER_CREDIBILITY('2435') Truth=[0.22]
USER_CREDIBILITY('3766') Truth=[0.96]
USER_CREDIBILITY('2434') Truth=[0.22]
USER_CREDIBILITY('1104') Truth=[0.96]
USER_CREDIBILITY('3765') Truth=[0.96]
USER_CREDIBILITY('1101') Truth=[0.94]
USER_CREDIBILITY('2433') Truth=[0.96]
USER_CREDIBILITY('3764') Truth=[0.97]
USER_CREDIBILITY('2432') Truth=[0.97]
USER_CREDIBILITY('1102') Truth=[0.94]
USER_CREDIBILITY('3763') Truth=[0.97]
USER_CREDIBILITY('2431') Truth=[0.96]
USER_CREDIBILITY('3762') Truth=[1]
USER_CREDIBILITY('2430') Truth=[0.22]
USER_CREDIBILITY('3761') Truth=[0.97]
USER_CREDIBILITY('1100') Truth=[0.97]
USER_CREDIBILITY('3760') Truth=[0.97]
USER_CREDIBILITY('2419') Truth=[0.97]
USER_CREDIBILITY('2418') Truth=[0.96]
USER_CREDIBILITY('3749') Truth=[0.97]
USER_CREDIBILITY('2417') Truth=[0.97]
USER_CREDIBILITY('3748') Truth=[0.97]
USER_CREDIBILITY('2416') Truth=[0.97]
USER_CREDIBILITY('3747') Truth=[0.96]
USER_CREDIBILITY('2426') Truth=[1]
USER_CREDIBILITY('3757') Truth=[0.97]
USER_CREDIBILITY('2425') Truth=[0.22]
USER_CREDIBILITY('3756') Truth=[0.97]
USER_CREDIBILITY('2424') Truth=[0.96]
USER_CREDIBILITY('3755') Truth=[0.97]
USER_CREDIBILITY('2423') Truth=[0.96]
USER_CREDIBILITY('3754') Truth=[0.97]
USER_CREDIBILITY('2422') Truth=[0.96]
USER_CREDIBILITY('3753') Truth=[0.96]
USER_CREDIBILITY('2421') Truth=[0.94]
USER_CREDIBILITY('3752') Truth=[1]
USER_CREDIBILITY('2420') Truth=[0.94]
USER_CREDIBILITY('3751') Truth=[0.97]
USER_CREDIBILITY('3750') Truth=[0.95]
USER_CREDIBILITY('2409') Truth=[0.96]
USER_CREDIBILITY('2408') Truth=[0.27]
USER_CREDIBILITY('3739') Truth=[0.95]
USER_CREDIBILITY('2407') Truth=[0.96]
USER_CREDIBILITY('3738') Truth=[1]
USER_CREDIBILITY('2406') Truth=[0.97]
USER_CREDIBILITY('3737') Truth=[0.95]
USER_CREDIBILITY('2405') Truth=[0.97]
USER_CREDIBILITY('3736') Truth=[0.96]
USER_CREDIBILITY('2415') Truth=[0.97]
USER_CREDIBILITY('3746') Truth=[0.96]
USER_CREDIBILITY('2414') Truth=[0.97]
USER_CREDIBILITY('3745') Truth=[0.94]
USER_CREDIBILITY('2413') Truth=[0.97]
USER_CREDIBILITY('3744') Truth=[0.94]
USER_CREDIBILITY('2412') Truth=[0.96]
USER_CREDIBILITY('3743') Truth=[0.22]
USER_CREDIBILITY('2411') Truth=[0.96]
USER_CREDIBILITY('3742') Truth=[0.95]
USER_CREDIBILITY('2410') Truth=[0.96]
USER_CREDIBILITY('3741') Truth=[0.95]
USER_CREDIBILITY('3740') Truth=[0.95]
USER_CREDIBILITY('3729') Truth=[0.97]
USER_CREDIBILITY('3728') Truth=[0.97]
USER_CREDIBILITY('3727') Truth=[0.97]
USER_CREDIBILITY('3726') Truth=[0.97]
USER_CREDIBILITY('3725') Truth=[0.97]
USER_CREDIBILITY('2404') Truth=[0.96]
USER_CREDIBILITY('3735') Truth=[0.97]
USER_CREDIBILITY('2403') Truth=[0.96]
USER_CREDIBILITY('3734') Truth=[0.96]
USER_CREDIBILITY('2402') Truth=[0.96]
USER_CREDIBILITY('3733') Truth=[0.97]
USER_CREDIBILITY('2401') Truth=[0.96]
USER_CREDIBILITY('3732') Truth=[0.94]
USER_CREDIBILITY('2400') Truth=[0.96]
USER_CREDIBILITY('3731') Truth=[0.97]
USER_CREDIBILITY('3730') Truth=[0.97]
USER_CREDIBILITY('3719') Truth=[0.97]
USER_CREDIBILITY('3718') Truth=[0.97]
USER_CREDIBILITY('3717') Truth=[0.97]
USER_CREDIBILITY('3716') Truth=[0.97]
USER_CREDIBILITY('3715') Truth=[0.97]
USER_CREDIBILITY('3714') Truth=[0.96]
USER_CREDIBILITY('3724') Truth=[0.97]
USER_CREDIBILITY('3723') Truth=[0.97]
USER_CREDIBILITY('3722') Truth=[0.97]
USER_CREDIBILITY('3721') Truth=[0.97]
USER_CREDIBILITY('3720') Truth=[0.97]
USER_CREDIBILITY('3709') Truth=[0.97]
USER_CREDIBILITY('3708') Truth=[0.97]
USER_CREDIBILITY('3707') Truth=[0.97]
USER_CREDIBILITY('3706') Truth=[0.97]
USER_CREDIBILITY('3705') Truth=[0.97]
USER_CREDIBILITY('3704') Truth=[0.97]
USER_CREDIBILITY('3703') Truth=[0.97]
USER_CREDIBILITY('3713') Truth=[0.97]
USER_CREDIBILITY('3712') Truth=[0.96]
USER_CREDIBILITY('3711') Truth=[0.97]
USER_CREDIBILITY('3710') Truth=[0.97]
USER_CREDIBILITY('3702') Truth=[0.97]
USER_CREDIBILITY('3701') Truth=[1]
USER_CREDIBILITY('3700') Truth=[0.97]
USER_CREDIBILITY('7296') Truth=[0.97]
USER_CREDIBILITY('7295') Truth=[0.97]
USER_CREDIBILITY('7298') Truth=[1]
USER_CREDIBILITY('7297') Truth=[1]
USER_CREDIBILITY('7299') Truth=[0.91]
USER_CREDIBILITY('7290') Truth=[0.94]
USER_CREDIBILITY('7292') Truth=[0.97]
USER_CREDIBILITY('7291') Truth=[0.96]
USER_CREDIBILITY('7294') Truth=[0.97]
USER_CREDIBILITY('7293') Truth=[0.97]
USER_CREDIBILITY('7285') Truth=[0.96]
USER_CREDIBILITY('7284') Truth=[0.96]
USER_CREDIBILITY('7287') Truth=[0.96]
USER_CREDIBILITY('7286') Truth=[0.96]
USER_CREDIBILITY('7289') Truth=[0.94]
USER_CREDIBILITY('7288') Truth=[0.94]
USER_CREDIBILITY('7281') Truth=[0.95]
USER_CREDIBILITY('7280') Truth=[0.97]
USER_CREDIBILITY('7283') Truth=[0.96]
USER_CREDIBILITY('7282') Truth=[0.97]
USER_CREDIBILITY('7274') Truth=[0.97]
USER_CREDIBILITY('7273') Truth=[0.97]
USER_CREDIBILITY('7276') Truth=[1]
USER_CREDIBILITY('7275') Truth=[0.97]
USER_CREDIBILITY('7278') Truth=[0.97]
USER_CREDIBILITY('7277') Truth=[1]
USER_CREDIBILITY('7279') Truth=[0.96]
USER_CREDIBILITY('296') Truth=[0.95]
USER_CREDIBILITY('297') Truth=[0.95]
USER_CREDIBILITY('298') Truth=[0.95]
USER_CREDIBILITY('299') Truth=[0.96]
USER_CREDIBILITY('290') Truth=[0.96]
USER_CREDIBILITY('291') Truth=[0.96]
USER_CREDIBILITY('292') Truth=[0.96]
USER_CREDIBILITY('7270') Truth=[1]
USER_CREDIBILITY('293') Truth=[0.95]
USER_CREDIBILITY('294') Truth=[0.95]
USER_CREDIBILITY('7272') Truth=[0.97]
USER_CREDIBILITY('295') Truth=[0.95]
USER_CREDIBILITY('7271') Truth=[0.97]
USER_CREDIBILITY('7263') Truth=[0.97]
USER_CREDIBILITY('8594') Truth=[0.94]
USER_CREDIBILITY('7262') Truth=[0.96]
USER_CREDIBILITY('8593') Truth=[0.94]
USER_CREDIBILITY('7265') Truth=[0.97]
USER_CREDIBILITY('8596') Truth=[0.94]
USER_CREDIBILITY('7264') Truth=[0.96]
USER_CREDIBILITY('8595') Truth=[0.88]
USER_CREDIBILITY('7267') Truth=[0.97]
USER_CREDIBILITY('8598') Truth=[0.97]
USER_CREDIBILITY('7266') Truth=[0.97]
USER_CREDIBILITY('8597') Truth=[0.96]
USER_CREDIBILITY('7269') Truth=[0.96]
USER_CREDIBILITY('7268') Truth=[1]
USER_CREDIBILITY('8599') Truth=[0.96]
USER_CREDIBILITY('8590') Truth=[1]
USER_CREDIBILITY('7261') Truth=[0.97]
USER_CREDIBILITY('8592') Truth=[1]
USER_CREDIBILITY('7260') Truth=[0.96]
USER_CREDIBILITY('8591') Truth=[0.96]
USER_CREDIBILITY('6041') Truth=[1]
USER_CREDIBILITY('7373') Truth=[0.95]
USER_CREDIBILITY('53') Truth=[0.95]
USER_CREDIBILITY('6042') Truth=[0.97]
USER_CREDIBILITY('7372') Truth=[0.95]
USER_CREDIBILITY('52') Truth=[0.95]
USER_CREDIBILITY('7375') Truth=[0.96]
USER_CREDIBILITY('6043') Truth=[0.97]
USER_CREDIBILITY('51') Truth=[0.94]
USER_CREDIBILITY('6044') Truth=[0.95]
USER_CREDIBILITY('7374') Truth=[0.95]
USER_CREDIBILITY('50') Truth=[0.96]
USER_CREDIBILITY('6045') Truth=[0.95]
USER_CREDIBILITY('7377') Truth=[1]
USER_CREDIBILITY('7376') Truth=[1]
USER_CREDIBILITY('6046') Truth=[0.96]
USER_CREDIBILITY('6047') Truth=[0.96]
USER_CREDIBILITY('7379') Truth=[1]
USER_CREDIBILITY('7378') Truth=[0.96]
USER_CREDIBILITY('6048') Truth=[0.96]
USER_CREDIBILITY('6049') Truth=[0.95]
USER_CREDIBILITY('59') Truth=[0.96]
USER_CREDIBILITY('58') Truth=[0.96]
USER_CREDIBILITY('57') Truth=[0.96]
USER_CREDIBILITY('56') Truth=[0.96]
USER_CREDIBILITY('55') Truth=[0.97]
USER_CREDIBILITY('54') Truth=[0.97]
USER_CREDIBILITY('395') Truth=[0.97]
USER_CREDIBILITY('396') Truth=[0.97]
USER_CREDIBILITY('397') Truth=[0.96]
USER_CREDIBILITY('398') Truth=[0.96]
USER_CREDIBILITY('399') Truth=[0.97]
USER_CREDIBILITY('390') Truth=[0.96]
USER_CREDIBILITY('391') Truth=[0.96]
USER_CREDIBILITY('392') Truth=[0.96]
USER_CREDIBILITY('393') Truth=[0.97]
USER_CREDIBILITY('7371') Truth=[0.97]
USER_CREDIBILITY('394') Truth=[0.97]
USER_CREDIBILITY('7370') Truth=[0.96]
USER_CREDIBILITY('6040') Truth=[0.97]
USER_CREDIBILITY('6030') Truth=[0.97]
USER_CREDIBILITY('7362') Truth=[0.96]
USER_CREDIBILITY('8693') Truth=[0.94]
USER_CREDIBILITY('64') Truth=[0.96]
USER_CREDIBILITY('7361') Truth=[0.96]
USER_CREDIBILITY('6031') Truth=[0.96]
USER_CREDIBILITY('8692') Truth=[0.97]
USER_CREDIBILITY('63') Truth=[0.96]
USER_CREDIBILITY('6032') Truth=[0.97]
USER_CREDIBILITY('7364') Truth=[0.97]
USER_CREDIBILITY('8695') Truth=[0.97]
USER_CREDIBILITY('62') Truth=[0.96]
USER_CREDIBILITY('7363') Truth=[0.94]
USER_CREDIBILITY('8694') Truth=[0.97]
USER_CREDIBILITY('6033') Truth=[0.96]
USER_CREDIBILITY('61') Truth=[0.95]
USER_CREDIBILITY('6034') Truth=[0.94]
USER_CREDIBILITY('7366') Truth=[0.96]
USER_CREDIBILITY('8697') Truth=[0.97]
USER_CREDIBILITY('60') Truth=[0.96]
USER_CREDIBILITY('7365') Truth=[0.97]
USER_CREDIBILITY('8696') Truth=[0.97]
USER_CREDIBILITY('6035') Truth=[0.94]
USER_CREDIBILITY('6036') Truth=[0.97]
USER_CREDIBILITY('7368') Truth=[0.97]
USER_CREDIBILITY('8699') Truth=[0.97]
USER_CREDIBILITY('7367') Truth=[1]
USER_CREDIBILITY('8698') Truth=[0.97]
USER_CREDIBILITY('6037') Truth=[0.96]
USER_CREDIBILITY('6038') Truth=[1]
USER_CREDIBILITY('6039') Truth=[0.97]
USER_CREDIBILITY('7369') Truth=[0.97]
USER_CREDIBILITY('69') Truth=[0.96]
USER_CREDIBILITY('68') Truth=[0.95]
USER_CREDIBILITY('67') Truth=[0.96]
USER_CREDIBILITY('66') Truth=[0.97]
USER_CREDIBILITY('65') Truth=[0.96]
USER_CREDIBILITY('7360') Truth=[0.97]
USER_CREDIBILITY('8691') Truth=[0.97]
USER_CREDIBILITY('8690') Truth=[0.97]
USER_CREDIBILITY('7351') Truth=[0.96]
USER_CREDIBILITY('8682') Truth=[0.97]
USER_CREDIBILITY('31') Truth=[0.96]
USER_CREDIBILITY('7350') Truth=[0.94]
USER_CREDIBILITY('8681') Truth=[1]
USER_CREDIBILITY('6020') Truth=[1]
USER_CREDIBILITY('30') Truth=[0.97]
USER_CREDIBILITY('6021') Truth=[0.94]
USER_CREDIBILITY('7353') Truth=[0.97]
USER_CREDIBILITY('8684') Truth=[0.97]
USER_CREDIBILITY('7352') Truth=[1]
USER_CREDIBILITY('8683') Truth=[0.97]
USER_CREDIBILITY('6022') Truth=[0.97]
USER_CREDIBILITY('6023') Truth=[0.97]
USER_CREDIBILITY('7355') Truth=[0.96]
USER_CREDIBILITY('8686') Truth=[0.96]
USER_CREDIBILITY('7354') Truth=[0.96]
USER_CREDIBILITY('8685') Truth=[0.97]
USER_CREDIBILITY('6024') Truth=[0.97]
USER_CREDIBILITY('6025') Truth=[0.97]
USER_CREDIBILITY('7357') Truth=[0.97]
USER_CREDIBILITY('8688') Truth=[0.97]
USER_CREDIBILITY('7356') Truth=[0.96]
USER_CREDIBILITY('6026') Truth=[0.97]
USER_CREDIBILITY('8687') Truth=[0.97]
USER_CREDIBILITY('6027') Truth=[0.97]
USER_CREDIBILITY('7359') Truth=[1]
USER_CREDIBILITY('39') Truth=[0.96]
USER_CREDIBILITY('7358') Truth=[0.97]
USER_CREDIBILITY('8689') Truth=[0.97]
USER_CREDIBILITY('6028') Truth=[0.97]
USER_CREDIBILITY('38') Truth=[0.96]
USER_CREDIBILITY('6029') Truth=[0.97]
USER_CREDIBILITY('37') Truth=[0.95]
USER_CREDIBILITY('36') Truth=[0.96]
USER_CREDIBILITY('35') Truth=[0.96]
USER_CREDIBILITY('34') Truth=[0.96]
USER_CREDIBILITY('33') Truth=[0.96]
USER_CREDIBILITY('32') Truth=[0.96]
USER_CREDIBILITY('373') Truth=[0.96]
USER_CREDIBILITY('374') Truth=[0.97]
USER_CREDIBILITY('375') Truth=[0.95]
USER_CREDIBILITY('376') Truth=[0.95]
USER_CREDIBILITY('377') Truth=[0.96]
USER_CREDIBILITY('378') Truth=[0.96]
USER_CREDIBILITY('379') Truth=[0.97]
USER_CREDIBILITY('29') Truth=[0.96]
USER_CREDIBILITY('370') Truth=[0.94]
USER_CREDIBILITY('371') Truth=[0.22]
USER_CREDIBILITY('8680') Truth=[0.97]
USER_CREDIBILITY('372') Truth=[0.96]
USER_CREDIBILITY('7340') Truth=[0.97]
USER_CREDIBILITY('8671') Truth=[0.97]
USER_CREDIBILITY('42') Truth=[0.96]
USER_CREDIBILITY('8670') Truth=[0.97]
USER_CREDIBILITY('41') Truth=[0.97]
USER_CREDIBILITY('6010') Truth=[0.96]
USER_CREDIBILITY('7342') Truth=[0.97]
USER_CREDIBILITY('8673') Truth=[0.97]
USER_CREDIBILITY('40') Truth=[0.96]
USER_CREDIBILITY('7341') Truth=[0.97]
USER_CREDIBILITY('8672') Truth=[1]
USER_CREDIBILITY('6011') Truth=[0.96]
USER_CREDIBILITY('6012') Truth=[1]
USER_CREDIBILITY('7344') Truth=[0.96]
USER_CREDIBILITY('8675') Truth=[1]
USER_CREDIBILITY('7343') Truth=[0.97]
USER_CREDIBILITY('8674') Truth=[0.97]
USER_CREDIBILITY('6013') Truth=[1]
USER_CREDIBILITY('6014') Truth=[0.97]
USER_CREDIBILITY('7346') Truth=[0.96]
USER_CREDIBILITY('8677') Truth=[0.96]
USER_CREDIBILITY('7345') Truth=[0.94]
USER_CREDIBILITY('8676') Truth=[0.97]
USER_CREDIBILITY('6015') Truth=[0.97]
USER_CREDIBILITY('6016') Truth=[0.97]
USER_CREDIBILITY('7348') Truth=[0.94]
USER_CREDIBILITY('8679') Truth=[0.97]
USER_CREDIBILITY('7347') Truth=[0.96]
USER_CREDIBILITY('8678') Truth=[0.96]
USER_CREDIBILITY('6017') Truth=[0.96]
USER_CREDIBILITY('49') Truth=[0.96]
USER_CREDIBILITY('6018') Truth=[0.97]
USER_CREDIBILITY('48') Truth=[0.97]
USER_CREDIBILITY('6019') Truth=[0.97]
USER_CREDIBILITY('7349') Truth=[1]
USER_CREDIBILITY('47') Truth=[0.97]
USER_CREDIBILITY('46') Truth=[0.97]
USER_CREDIBILITY('45') Truth=[0.97]
USER_CREDIBILITY('44') Truth=[0.97]
USER_CREDIBILITY('43') Truth=[0.96]
USER_CREDIBILITY('384') Truth=[0.97]
USER_CREDIBILITY('385') Truth=[0.96]
USER_CREDIBILITY('386') Truth=[0.96]
USER_CREDIBILITY('387') Truth=[0.96]
USER_CREDIBILITY('388') Truth=[0.94]
USER_CREDIBILITY('389') Truth=[0.94]
USER_CREDIBILITY('380') Truth=[0.97]
USER_CREDIBILITY('381') Truth=[0.96]
USER_CREDIBILITY('382') Truth=[0.97]
USER_CREDIBILITY('383') Truth=[0.97]
USER_CREDIBILITY('8660') Truth=[0.96]
USER_CREDIBILITY('9992') Truth=[0.22]
USER_CREDIBILITY('9993') Truth=[0.96]
USER_CREDIBILITY('9990') Truth=[0.97]
USER_CREDIBILITY('7331') Truth=[0.96]
USER_CREDIBILITY('8662') Truth=[0.97]
USER_CREDIBILITY('7330') Truth=[0.97]
USER_CREDIBILITY('9991') Truth=[0.96]
USER_CREDIBILITY('8661') Truth=[0.97]
USER_CREDIBILITY('6000') Truth=[0.97]
USER_CREDIBILITY('6001') Truth=[0.97]
USER_CREDIBILITY('7333') Truth=[0.22]
USER_CREDIBILITY('9996') Truth=[0.96]
USER_CREDIBILITY('8664') Truth=[1]
USER_CREDIBILITY('9997') Truth=[0.96]
USER_CREDIBILITY('7332') Truth=[0.96]
USER_CREDIBILITY('8663') Truth=[0.97]
USER_CREDIBILITY('6002') Truth=[0.97]
USER_CREDIBILITY('6003') Truth=[1]
USER_CREDIBILITY('7335') Truth=[0.94]
USER_CREDIBILITY('8666') Truth=[0.97]
USER_CREDIBILITY('9994') Truth=[0.96]
USER_CREDIBILITY('9995') Truth=[0.96]
USER_CREDIBILITY('7334') Truth=[0.27]
USER_CREDIBILITY('8665') Truth=[0.97]
USER_CREDIBILITY('6004') Truth=[0.97]
USER_CREDIBILITY('359') Truth=[0.96]
USER_CREDIBILITY('6005') Truth=[0.95]
USER_CREDIBILITY('7337') Truth=[0.96]
USER_CREDIBILITY('8668') Truth=[0.97]
USER_CREDIBILITY('17') Truth=[0.96]
USER_CREDIBILITY('7336') Truth=[0.94]
USER_CREDIBILITY('8667') Truth=[0.97]
USER_CREDIBILITY('6006') Truth=[0.94]
USER_CREDIBILITY('16') Truth=[0.95]
